order_customer_id,order_id,order_date,order_status
4349,72,2013-07-25 00:00:00.0,COMPLETE
8504,73,2013-07-25 00:00:00.0,PENDING_PAYMENT
662,74,2013-07-25 00:00:00.0,PENDING_PAYMENT
2505,75,2013-07-25 00:00:00.0,PENDING_PAYMENT
6898,76,2013-07-25 00:00:00.0,COMPLETE
7915,77,2013-07-25 00:00:00.0,PENDING_PAYMENT
8619,78,2013-07-25 00:00:00.0,PAYMENT_REVIEW
7327,79,2013-07-25 00:00:00.0,PENDING_PAYMENT
3007,80,2013-07-25 00:00:00.0,COMPLETE
674,81,2013-07-25 00:00:00.0,PROCESSING
3566,82,2013-07-25 00:00:00.0,PENDING_PAYMENT
1265,83,2013-07-25 00:00:00.0,COMPLETE
6789,84,2013-07-25 00:00:00.0,PROCESSING
1485,85,2013-07-25 00:00:00.0,PENDING
6680,86,2013-07-25 00:00:00.0,PENDING_PAYMENT
3065,87,2013-07-25 00:00:00.0,CLOSED
3809,88,2013-07-25 00:00:00.0,COMPLETE
824,89,2013-07-25 00:00:00.0,ON_HOLD
9131,90,2013-07-25 00:00:00.0,CLOSED
8912,91,2013-07-25 00:00:00.0,COMPLETE
6932,92,2013-07-25 00:00:00.0,COMPLETE
2256,93,2013-07-25 00:00:00.0,PENDING_PAYMENT
11589,94,2013-07-25 00:00:00.0,PROCESSING
9032,95,2013-07-25 00:00:00.0,COMPLETE
8683,96,2013-07-25 00:00:00.0,PENDING
10784,97,2013-07-25 00:00:00.0,PENDING
5243,98,2013-07-25 00:00:00.0,COMPLETE
11542,99,2013-07-25 00:00:00.0,PENDING_PAYMENT
12131,100,2013-07-25 00:00:00.0,PROCESSING
5116,101,2013-07-25 00:00:00.0,CLOSED
8027,102,2013-07-25 00:00:00.0,COMPLETE
12256,103,2013-07-25 00:00:00.0,PROCESSING
7790,104,2013-07-25 00:00:00.0,PENDING_PAYMENT
8220,105,2013-07-26 00:00:00.0,COMPLETE
395,106,2013-07-26 00:00:00.0,PROCESSING
1845,107,2013-07-26 00:00:00.0,COMPLETE
12149,108,2013-07-26 00:00:00.0,PROCESSING
9345,109,2013-07-26 00:00:00.0,PENDING_PAYMENT
2746,110,2013-07-26 00:00:00.0,COMPLETE
4271,111,2013-07-26 00:00:00.0,PROCESSING
5375,112,2013-07-26 00:00:00.0,CANCELED
10216,113,2013-07-26 00:00:00.0,PENDING_PAYMENT
2091,114,2013-07-26 00:00:00.0,COMPLETE
104,115,2013-07-26 00:00:00.0,PROCESSING
8763,116,2013-07-26 00:00:00.0,CLOSED
58,117,2013-07-26 00:00:00.0,SUSPECTED_FRAUD
1737,118,2013-07-26 00:00:00.0,COMPLETE
8124,119,2013-07-26 00:00:00.0,PENDING_PAYMENT
356,120,2013-07-26 00:00:00.0,PENDING_PAYMENT
2074,121,2013-07-26 00:00:00.0,PENDING
2071,122,2013-07-26 00:00:00.0,PROCESSING
3695,123,2013-07-26 00:00:00.0,PENDING_PAYMENT
2374,124,2013-07-26 00:00:00.0,COMPLETE
4611,125,2013-07-26 00:00:00.0,PENDING_PAYMENT
610,126,2013-07-26 00:00:00.0,COMPLETE
5261,127,2013-07-26 00:00:00.0,PENDING_PAYMENT
2772,128,2013-07-26 00:00:00.0,PENDING_PAYMENT
9937,129,2013-07-26 00:00:00.0,CLOSED
7509,130,2013-07-26 00:00:00.0,PENDING_PAYMENT
10072,131,2013-07-26 00:00:00.0,PROCESSING
289,132,2013-07-26 00:00:00.0,PENDING
10604,133,2013-07-26 00:00:00.0,CLOSED
12081,134,2013-07-26 00:00:00.0,PENDING_PAYMENT
7738,135,2013-07-26 00:00:00.0,COMPLETE
9126,136,2013-07-26 00:00:00.0,PENDING_PAYMENT
4211,137,2013-07-26 00:00:00.0,COMPLETE
10904,138,2013-07-26 00:00:00.0,PROCESSING
7933,139,2013-07-26 00:00:00.0,COMPLETE
4257,140,2013-07-26 00:00:00.0,PENDING_PAYMENT
12128,141,2013-07-26 00:00:00.0,COMPLETE
5760,142,2013-07-26 00:00:00.0,PENDING_PAYMENT
10495,143,2013-07-26 00:00:00.0,COMPLETE
2158,144,2013-07-26 00:00:00.0,PROCESSING
494,145,2013-07-26 00:00:00.0,ON_HOLD
8177,146,2013-07-26 00:00:00.0,COMPLETE
275,147,2013-07-26 00:00:00.0,PENDING_PAYMENT
5383,148,2013-07-26 00:00:00.0,PROCESSING
11431,149,2013-07-26 00:00:00.0,COMPLETE
236,150,2013-07-26 00:00:00.0,PROCESSING
2493,151,2013-07-26 00:00:00.0,ON_HOLD
3611,152,2013-07-26 00:00:00.0,COMPLETE
8876,153,2013-07-26 00:00:00.0,COMPLETE
9993,154,2013-07-26 00:00:00.0,ON_HOLD
9044,155,2013-07-26 00:00:00.0,PENDING_PAYMENT
5200,156,2013-07-26 00:00:00.0,ON_HOLD
8986,157,2013-07-26 00:00:00.0,ON_HOLD
12345,158,2013-07-26 00:00:00.0,PENDING
10974,159,2013-07-26 00:00:00.0,PENDING_PAYMENT
6762,160,2013-07-26 00:00:00.0,COMPLETE
4513,161,2013-07-26 00:00:00.0,PENDING_PAYMENT
3304,162,2013-07-26 00:00:00.0,PENDING_PAYMENT
3348,163,2013-07-26 00:00:00.0,COMPLETE
2962,164,2013-07-26 00:00:00.0,PROCESSING
1222,165,2013-07-26 00:00:00.0,PENDING_PAYMENT
7834,166,2013-07-26 00:00:00.0,PROCESSING
1347,167,2013-07-26 00:00:00.0,PENDING
11794,168,2013-07-26 00:00:00.0,PENDING_PAYMENT
2611,169,2013-07-26 00:00:00.0,ON_HOLD
6295,170,2013-07-26 00:00:00.0,PAYMENT_REVIEW
1980,171,2013-07-26 00:00:00.0,COMPLETE
11382,172,2013-07-26 00:00:00.0,COMPLETE
9027,173,2013-07-26 00:00:00.0,ON_HOLD
3358,174,2013-07-26 00:00:00.0,COMPLETE
384,175,2013-07-26 00:00:00.0,COMPLETE
2897,176,2013-07-26 00:00:00.0,PENDING_PAYMENT
9151,177,2013-07-26 00:00:00.0,PENDING_PAYMENT
8503,178,2013-07-26 00:00:00.0,COMPLETE
6506,179,2013-07-26 00:00:00.0,COMPLETE
10215,180,2013-07-26 00:00:00.0,ON_HOLD
7473,181,2013-07-26 00:00:00.0,PENDING
10984,182,2013-07-26 00:00:00.0,COMPLETE
12105,183,2013-07-26 00:00:00.0,COMPLETE
210,184,2013-07-26 00:00:00.0,COMPLETE
10966,185,2013-07-26 00:00:00.0,PENDING_PAYMENT
1104,186,2013-07-26 00:00:00.0,COMPLETE
1378,187,2013-07-26 00:00:00.0,PAYMENT_REVIEW
2889,188,2013-07-26 00:00:00.0,PENDING
10177,189,2013-07-26 00:00:00.0,PENDING
11115,190,2013-07-26 00:00:00.0,PENDING
16,191,2013-07-26 00:00:00.0,CLOSED
5293,192,2013-07-26 00:00:00.0,PROCESSING
6174,193,2013-07-26 00:00:00.0,PROCESSING
2550,194,2013-07-26 00:00:00.0,PENDING_PAYMENT
12096,195,2013-07-26 00:00:00.0,PROCESSING
2765,196,2013-07-26 00:00:00.0,PROCESSING
6370,197,2013-07-26 00:00:00.0,PROCESSING
7436,198,2013-07-26 00:00:00.0,PENDING_PAYMENT
4608,199,2013-07-26 00:00:00.0,ON_HOLD
11116,200,2013-07-26 00:00:00.0,PAYMENT_REVIEW
9055,201,2013-07-26 00:00:00.0,CLOSED
8524,202,2013-07-26 00:00:00.0,PENDING_PAYMENT
11791,203,2013-07-26 00:00:00.0,PENDING_PAYMENT
7604,204,2013-07-26 00:00:00.0,PENDING_PAYMENT
3109,205,2013-07-26 00:00:00.0,PROCESSING
8994,206,2013-07-26 00:00:00.0,PENDING
11643,207,2013-07-26 00:00:00.0,COMPLETE
7923,208,2013-07-26 00:00:00.0,PROCESSING
3627,209,2013-07-26 00:00:00.0,PENDING
10102,210,2013-07-26 00:00:00.0,COMPLETE
10372,211,2013-07-26 00:00:00.0,CLOSED
3190,212,2013-07-26 00:00:00.0,PENDING
11715,213,2013-07-26 00:00:00.0,CLOSED
3925,214,2013-07-26 00:00:00.0,COMPLETE
5925,215,2013-07-26 00:00:00.0,CLOSED
7282,216,2013-07-26 00:00:00.0,PENDING
5420,217,2013-07-26 00:00:00.0,PROCESSING
3935,218,2013-07-26 00:00:00.0,COMPLETE
10655,219,2013-07-26 00:00:00.0,PROCESSING
1383,220,2013-07-26 00:00:00.0,COMPLETE
11871,221,2013-07-26 00:00:00.0,CLOSED
8309,222,2013-07-26 00:00:00.0,CLOSED
9068,223,2013-07-26 00:00:00.0,PENDING
11938,224,2013-07-26 00:00:00.0,CLOSED
11275,225,2013-07-26 00:00:00.0,COMPLETE
9356,226,2013-07-26 00:00:00.0,PENDING_PAYMENT
7410,227,2013-07-26 00:00:00.0,CLOSED
6070,228,2013-07-26 00:00:00.0,ON_HOLD
618,229,2013-07-26 00:00:00.0,PENDING
4921,230,2013-07-26 00:00:00.0,PENDING_PAYMENT
3960,231,2013-07-26 00:00:00.0,COMPLETE
1780,232,2013-07-26 00:00:00.0,PENDING_PAYMENT
12316,233,2013-07-26 00:00:00.0,COMPLETE
1010,234,2013-07-26 00:00:00.0,ON_HOLD
4285,235,2013-07-26 00:00:00.0,PENDING_PAYMENT
9785,236,2013-07-26 00:00:00.0,COMPLETE
11438,237,2013-07-26 00:00:00.0,PENDING_PAYMENT
4939,238,2013-07-26 00:00:00.0,PENDING_PAYMENT
5058,239,2013-07-26 00:00:00.0,COMPLETE
32,240,2013-07-26 00:00:00.0,PENDING
948,241,2013-07-26 00:00:00.0,CLOSED
3237,242,2013-07-26 00:00:00.0,PAYMENT_REVIEW
32,243,2013-07-26 00:00:00.0,ON_HOLD
6910,244,2013-07-26 00:00:00.0,PENDING_PAYMENT
5191,245,2013-07-26 00:00:00.0,CLOSED
9616,246,2013-07-26 00:00:00.0,SUSPECTED_FRAUD
173,247,2013-07-26 00:00:00.0,COMPLETE
11707,248,2013-07-26 00:00:00.0,COMPLETE
7650,249,2013-07-26 00:00:00.0,CLOSED
11668,250,2013-07-26 00:00:00.0,COMPLETE
568,251,2013-07-26 00:00:00.0,PENDING
9708,252,2013-07-26 00:00:00.0,COMPLETE
45,253,2013-07-26 00:00:00.0,COMPLETE
9395,254,2013-07-26 00:00:00.0,COMPLETE
10346,255,2013-07-26 00:00:00.0,COMPLETE
4199,256,2013-07-26 00:00:00.0,CLOSED
3273,257,2013-07-26 00:00:00.0,PROCESSING
1137,258,2013-07-26 00:00:00.0,COMPLETE
3454,259,2013-07-26 00:00:00.0,COMPLETE
5135,260,2013-07-26 00:00:00.0,CLOSED
5128,261,2013-07-26 00:00:00.0,COMPLETE
11475,262,2013-07-26 00:00:00.0,CLOSED
8026,263,2013-07-26 00:00:00.0,COMPLETE
230,264,2013-07-26 00:00:00.0,COMPLETE
488,265,2013-07-26 00:00:00.0,PENDING_PAYMENT
11085,266,2013-07-26 00:00:00.0,COMPLETE
6989,267,2013-07-26 00:00:00.0,CLOSED
5578,268,2013-07-26 00:00:00.0,CLOSED
11887,269,2013-07-26 00:00:00.0,PROCESSING
5689,270,2013-07-26 00:00:00.0,COMPLETE
815,271,2013-07-26 00:00:00.0,COMPLETE
428,272,2013-07-26 00:00:00.0,CLOSED
10665,273,2013-07-26 00:00:00.0,PENDING_PAYMENT
3365,274,2013-07-26 00:00:00.0,PENDING
10942,275,2013-07-26 00:00:00.0,PENDING_PAYMENT
2221,276,2013-07-26 00:00:00.0,PENDING_PAYMENT
3732,277,2013-07-26 00:00:00.0,PENDING
488,278,2013-07-26 00:00:00.0,PAYMENT_REVIEW
10372,279,2013-07-26 00:00:00.0,COMPLETE
11836,280,2013-07-26 00:00:00.0,PENDING
827,281,2013-07-26 00:00:00.0,PENDING_PAYMENT
3551,282,2013-07-26 00:00:00.0,PENDING_PAYMENT
11466,283,2013-07-26 00:00:00.0,COMPLETE
861,284,2013-07-26 00:00:00.0,PROCESSING
5011,285,2013-07-26 00:00:00.0,CLOSED
9824,286,2013-07-26 00:00:00.0,ON_HOLD
8122,287,2013-07-26 00:00:00.0,COMPLETE
8667,288,2013-07-26 00:00:00.0,COMPLETE
1195,289,2013-07-26 00:00:00.0,PENDING_PAYMENT
6446,290,2013-07-26 00:00:00.0,COMPLETE
5506,291,2013-07-26 00:00:00.0,PROCESSING
11971,292,2013-07-26 00:00:00.0,PENDING_PAYMENT
4731,293,2013-07-26 00:00:00.0,PROCESSING
11394,294,2013-07-26 00:00:00.0,CLOSED
1937,295,2013-07-26 00:00:00.0,PENDING
6665,296,2013-07-26 00:00:00.0,COMPLETE
2281,297,2013-07-26 00:00:00.0,PENDING
4967,298,2013-07-26 00:00:00.0,COMPLETE
9202,299,2013-07-26 00:00:00.0,PENDING_PAYMENT
11326,300,2013-07-26 00:00:00.0,CLOSED
11999,301,2013-07-26 00:00:00.0,COMPLETE
3577,302,2013-07-26 00:00:00.0,COMPLETE
1682,303,2013-07-26 00:00:00.0,PENDING_PAYMENT
1869,304,2013-07-26 00:00:00.0,COMPLETE
5618,305,2013-07-26 00:00:00.0,ON_HOLD
137,306,2013-07-26 00:00:00.0,COMPLETE
8818,307,2013-07-26 00:00:00.0,PENDING
6829,308,2013-07-26 00:00:00.0,PENDING_PAYMENT
10396,309,2013-07-26 00:00:00.0,COMPLETE
1256,310,2013-07-26 00:00:00.0,COMPLETE
410,311,2013-07-26 00:00:00.0,COMPLETE
1122,312,2013-07-26 00:00:00.0,COMPLETE
7543,313,2013-07-26 00:00:00.0,CLOSED
10033,314,2013-07-26 00:00:00.0,PENDING_PAYMENT
4375,315,2013-07-26 00:00:00.0,PENDING_PAYMENT
3870,316,2013-07-26 00:00:00.0,PROCESSING
1450,317,2013-07-26 00:00:00.0,COMPLETE
8829,318,2013-07-26 00:00:00.0,PENDING_PAYMENT
10445,319,2013-07-26 00:00:00.0,COMPLETE
10698,320,2013-07-26 00:00:00.0,SUSPECTED_FRAUD
4282,321,2013-07-26 00:00:00.0,ON_HOLD
2864,322,2013-07-26 00:00:00.0,COMPLETE
3020,323,2013-07-26 00:00:00.0,PENDING_PAYMENT
76,324,2013-07-26 00:00:00.0,COMPLETE
4759,325,2013-07-26 00:00:00.0,PENDING
1604,326,2013-07-26 00:00:00.0,PENDING_PAYMENT
12107,327,2013-07-26 00:00:00.0,PENDING
1149,328,2013-07-26 00:00:00.0,COMPLETE
1944,329,2013-07-26 00:00:00.0,SUSPECTED_FRAUD
5175,330,2013-07-26 00:00:00.0,COMPLETE
4797,331,2013-07-26 00:00:00.0,PENDING_PAYMENT
4171,332,2013-07-26 00:00:00.0,COMPLETE
2071,333,2013-07-26 00:00:00.0,PENDING_PAYMENT
3752,334,2013-07-26 00:00:00.0,PENDING_PAYMENT
7710,335,2013-07-26 00:00:00.0,PENDING
5479,336,2013-07-26 00:00:00.0,PENDING
6747,337,2013-07-26 00:00:00.0,COMPLETE
4666,338,2013-07-26 00:00:00.0,COMPLETE
8326,339,2013-07-26 00:00:00.0,PENDING
7995,340,2013-07-26 00:00:00.0,PENDING_PAYMENT
10128,341,2013-07-26 00:00:00.0,CLOSED
8809,342,2013-07-26 00:00:00.0,ON_HOLD
10952,343,2013-07-26 00:00:00.0,COMPLETE
2816,344,2013-07-26 00:00:00.0,PENDING
11040,345,2013-07-26 00:00:00.0,PROCESSING
3646,346,2013-07-26 00:00:00.0,COMPLETE
11662,347,2013-07-27 00:00:00.0,COMPLETE
12120,348,2013-07-27 00:00:00.0,COMPLETE
9103,349,2013-07-27 00:00:00.0,COMPLETE
10672,350,2013-07-27 00:00:00.0,COMPLETE
12049,351,2013-07-27 00:00:00.0,COMPLETE
1977,352,2013-07-27 00:00:00.0,PENDING_PAYMENT
2234,353,2013-07-27 00:00:00.0,PROCESSING
5862,354,2013-07-27 00:00:00.0,PROCESSING
11682,355,2013-07-27 00:00:00.0,PROCESSING
2209,356,2013-07-27 00:00:00.0,PENDING
2685,357,2013-07-27 00:00:00.0,COMPLETE
2979,358,2013-07-27 00:00:00.0,PENDING
6020,359,2013-07-27 00:00:00.0,PENDING_PAYMENT
8020,360,2013-07-27 00:00:00.0,COMPLETE
8286,361,2013-07-27 00:00:00.0,PROCESSING
10167,362,2013-07-27 00:00:00.0,PROCESSING
3619,363,2013-07-27 00:00:00.0,CLOSED
6035,364,2013-07-27 00:00:00.0,PROCESSING
2400,365,2013-07-27 00:00:00.0,PENDING_PAYMENT
4422,366,2013-07-27 00:00:00.0,PENDING_PAYMENT
8730,367,2013-07-27 00:00:00.0,PROCESSING
5783,368,2013-07-27 00:00:00.0,COMPLETE
189,369,2013-07-27 00:00:00.0,COMPLETE
4791,370,2013-07-27 00:00:00.0,PENDING_PAYMENT
4428,371,2013-07-27 00:00:00.0,PENDING_PAYMENT
776,372,2013-07-27 00:00:00.0,COMPLETE
3630,373,2013-07-27 00:00:00.0,PENDING
5906,374,2013-07-27 00:00:00.0,PROCESSING
6561,375,2013-07-27 00:00:00.0,PROCESSING
1369,376,2013-07-27 00:00:00.0,PENDING
514,377,2013-07-27 00:00:00.0,PROCESSING
10071,378,2013-07-27 00:00:00.0,PENDING_PAYMENT
8735,379,2013-07-27 00:00:00.0,PENDING_PAYMENT
9505,380,2013-07-27 00:00:00.0,PENDING_PAYMENT
5756,381,2013-07-27 00:00:00.0,ON_HOLD
8143,382,2013-07-27 00:00:00.0,PROCESSING
10509,383,2013-07-27 00:00:00.0,PENDING_PAYMENT
2610,384,2013-07-27 00:00:00.0,CLOSED
10667,385,2013-07-27 00:00:00.0,COMPLETE
3568,386,2013-07-27 00:00:00.0,PENDING
7193,387,2013-07-27 00:00:00.0,CLOSED
2790,388,2013-07-27 00:00:00.0,COMPLETE
4435,389,2013-07-27 00:00:00.0,COMPLETE
5590,390,2013-07-27 00:00:00.0,PENDING
5816,391,2013-07-27 00:00:00.0,PENDING_PAYMENT
3238,392,2013-07-27 00:00:00.0,PENDING
1047,393,2013-07-27 00:00:00.0,CLOSED
76,394,2013-07-27 00:00:00.0,PENDING_PAYMENT
3934,395,2013-07-27 00:00:00.0,COMPLETE
9078,396,2013-07-27 00:00:00.0,PAYMENT_REVIEW
4476,397,2013-07-27 00:00:00.0,CLOSED
1365,398,2013-07-27 00:00:00.0,ON_HOLD
1473,399,2013-07-27 00:00:00.0,PROCESSING
5626,400,2013-07-27 00:00:00.0,PENDING
9692,401,2013-07-27 00:00:00.0,PROCESSING
9547,402,2013-07-27 00:00:00.0,PENDING_PAYMENT
4178,403,2013-07-27 00:00:00.0,COMPLETE
1478,404,2013-07-27 00:00:00.0,CLOSED
9498,405,2013-07-27 00:00:00.0,COMPLETE
9023,406,2013-07-27 00:00:00.0,COMPLETE
3333,407,2013-07-27 00:00:00.0,PROCESSING
2252,408,2013-07-27 00:00:00.0,PAYMENT_REVIEW
11102,409,2013-07-27 00:00:00.0,PROCESSING
1288,410,2013-07-27 00:00:00.0,PENDING
11164,411,2013-07-27 00:00:00.0,SUSPECTED_FRAUD
9397,412,2013-07-27 00:00:00.0,COMPLETE
7278,413,2013-07-27 00:00:00.0,CLOSED
11776,414,2013-07-27 00:00:00.0,PENDING
6110,415,2013-07-27 00:00:00.0,CLOSED
1561,416,2013-07-27 00:00:00.0,COMPLETE
11491,417,2013-07-27 00:00:00.0,PENDING_PAYMENT
4269,418,2013-07-27 00:00:00.0,COMPLETE
8987,419,2013-07-27 00:00:00.0,PENDING_PAYMENT
4632,420,2013-07-27 00:00:00.0,COMPLETE
7839,421,2013-07-27 00:00:00.0,PENDING
9664,422,2013-07-27 00:00:00.0,COMPLETE
9632,423,2013-07-27 00:00:00.0,SUSPECTED_FRAUD
2457,424,2013-07-27 00:00:00.0,PROCESSING
10481,425,2013-07-27 00:00:00.0,PENDING_PAYMENT
10419,426,2013-07-27 00:00:00.0,COMPLETE
6681,427,2013-07-27 00:00:00.0,COMPLETE
3487,428,2013-07-27 00:00:00.0,COMPLETE
8466,429,2013-07-27 00:00:00.0,CLOSED
10779,430,2013-07-27 00:00:00.0,PENDING_PAYMENT
4676,431,2013-07-27 00:00:00.0,CLOSED
1197,432,2013-07-27 00:00:00.0,COMPLETE
792,433,2013-07-27 00:00:00.0,PROCESSING
11390,434,2013-07-27 00:00:00.0,PENDING_PAYMENT
5719,435,2013-07-27 00:00:00.0,CLOSED
7610,436,2013-07-27 00:00:00.0,PROCESSING
5351,437,2013-07-27 00:00:00.0,COMPLETE
8256,438,2013-07-27 00:00:00.0,COMPLETE
9353,439,2013-07-27 00:00:00.0,COMPLETE
7290,440,2013-07-27 00:00:00.0,COMPLETE
5239,441,2013-07-27 00:00:00.0,PENDING_PAYMENT
8098,442,2013-07-27 00:00:00.0,COMPLETE
8499,443,2013-07-27 00:00:00.0,CLOSED
10004,444,2013-07-27 00:00:00.0,COMPLETE
3859,445,2013-07-27 00:00:00.0,PENDING
7620,446,2013-07-27 00:00:00.0,PENDING_PAYMENT
8737,447,2013-07-27 00:00:00.0,CLOSED
7167,448,2013-07-27 00:00:00.0,COMPLETE
409,449,2013-07-27 00:00:00.0,CLOSED
5085,450,2013-07-27 00:00:00.0,ON_HOLD
10104,451,2013-07-27 00:00:00.0,PENDING
5128,452,2013-07-27 00:00:00.0,COMPLETE
381,453,2013-07-27 00:00:00.0,SUSPECTED_FRAUD
5933,454,2013-07-27 00:00:00.0,PENDING_PAYMENT
6575,455,2013-07-27 00:00:00.0,PENDING
11295,456,2013-07-27 00:00:00.0,CLOSED
4036,457,2013-07-27 00:00:00.0,PENDING_PAYMENT
5358,458,2013-07-27 00:00:00.0,COMPLETE
3687,459,2013-07-27 00:00:00.0,COMPLETE
2521,460,2013-07-27 00:00:00.0,PENDING_PAYMENT
8398,461,2013-07-27 00:00:00.0,CLOSED
5454,462,2013-07-27 00:00:00.0,PROCESSING
8709,463,2013-07-27 00:00:00.0,COMPLETE
7114,464,2013-07-27 00:00:00.0,COMPLETE
1255,465,2013-07-27 00:00:00.0,PENDING_PAYMENT
10943,466,2013-07-27 00:00:00.0,CLOSED
1719,467,2013-07-27 00:00:00.0,PENDING_PAYMENT
7305,468,2013-07-27 00:00:00.0,COMPLETE
1731,469,2013-07-27 00:00:00.0,PENDING
6410,470,2013-07-27 00:00:00.0,PENDING_PAYMENT
10861,471,2013-07-27 00:00:00.0,PENDING
8969,472,2013-07-27 00:00:00.0,CLOSED
5359,473,2013-07-27 00:00:00.0,COMPLETE
8349,474,2013-07-27 00:00:00.0,PENDING_PAYMENT
4567,475,2013-07-27 00:00:00.0,CLOSED
6020,476,2013-07-27 00:00:00.0,PENDING_PAYMENT
8511,477,2013-07-27 00:00:00.0,ON_HOLD
7657,478,2013-07-27 00:00:00.0,COMPLETE
11138,479,2013-07-27 00:00:00.0,COMPLETE
2902,480,2013-07-27 00:00:00.0,PROCESSING
10633,481,2013-07-27 00:00:00.0,PROCESSING
9156,482,2013-07-27 00:00:00.0,ON_HOLD
12341,483,2013-07-27 00:00:00.0,PROCESSING
2409,484,2013-07-27 00:00:00.0,PENDING_PAYMENT
3976,485,2013-07-27 00:00:00.0,PENDING_PAYMENT
1865,486,2013-07-27 00:00:00.0,PROCESSING
5698,487,2013-07-27 00:00:00.0,PROCESSING
10143,488,2013-07-27 00:00:00.0,PENDING_PAYMENT
2030,489,2013-07-27 00:00:00.0,PENDING_PAYMENT
9709,490,2013-07-27 00:00:00.0,COMPLETE
3945,491,2013-07-27 00:00:00.0,ON_HOLD
2499,492,2013-07-27 00:00:00.0,PENDING_PAYMENT
1180,493,2013-07-27 00:00:00.0,COMPLETE
8121,494,2013-07-27 00:00:00.0,PENDING_PAYMENT
7242,495,2013-07-27 00:00:00.0,COMPLETE
615,496,2013-07-27 00:00:00.0,COMPLETE
846,497,2013-07-27 00:00:00.0,COMPLETE
